"site","title","url","all_types","nonobs"
"telegraf.com.ua","Самый старый кот в мире, которому недавно исполнилось 30 лет (Фото) - Последние новости экологии - Новости Телеграф","https://telegraf.com.ua/ekologiya/4098983-samyiy-staryiy-kot-v-mire-kotoromu-nedavno-ispolnilos-30-let-foto.html","Недостовірна новина","Недостовірна новина"
"comments.ua","Под Харьковом найден повешенным активист Николай Бычко | Главные...","http://comments.ua/society/623249-pod-harkovom-naydet-poveshennim-aktivist.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"apostrophe.ua","Новости Европы - К войне готовятся все: названа точка возможного столкновения России и Запада - Апостроф","https://apostrophe.ua/news/world/europe/2018-06-06/k-voyne-gotovyatsya-vse-nazvana-tochka-vozmojnogo-stolknoveniya-rossii-i-zapada/132258","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"ria.ru","Мужчина выставил на продажу ""жизнь в Красноярске"" - РИА Новости, 06.06.2018","http://ria.ru/society/20180606/1522150606.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"fakty.ictv.ua","На Донбасі снайпер ОС ліквідував командира ”ЛНР” - волонтер | Факти","https://fakty.ictv.ua/ua/ukraine/20180606-na-donbasi-snajper-os-likviduvav-komandyra-lnr-volonter/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"unian.net","Пожар в Чернобыле - что делать и как защитить себя от радиации","https://ecology.unian.net/10142543-masshtabnyy-pozhar-v-ryzhem-lesu-v-chernobyle-kak-zashchitit-sebya-ot-radiacii.html","Недостовірна новина;Маніпуляції з емоціями","Недостовірна новина"
"censor.net","Украинцев призвали прийти в четверг под ВР на митинг в поддержку законопроекта об Антикоррупционном суде: Назад дороги нет, мы должны перейти к новым правилам игры","https://censor.net.ua/news/3069964/ukraintsev_prizvali_priyiti_v_chetverg_pod_vr_na_miting_v_podderjku_zakonoproekta_ob_antikorruptsionnom","Ненадійне джерело інформації","Ненадійне джерело інформації"
"facenews.ua","Facebook заблокирует доступ к личным данным пользователей для Huawei | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409136/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"ukranews.com","""Европейская правда"" предлагает ввести визы для поездок британцев в Украину | Українські Новини","http://ukranews.com/news/567174-evropeyskaya-pravda-trebuet-vvesty-vyzy-dlya-poezdok-brytancev-v-ukraynu","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"interfax.com.ua","Комитет ВР по здравоохранению обратится к премьер-министру относительно увольнения замминистра здравоохранения Линчевского","http://interfax.com.ua/news/pharmacy/510131.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"rbc.ua","Генштаб РФ приказал боевикам на Донбассе снизить интенсивность боев, - ИС | РБК Украина","https://www.rbc.ua/rus/news/genshtab-rf-prikazal-boevikov-donbasse-snizit-1528268426.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"kp.ua","Цель - поднять медицину на качественно новый уровень может стать объединяющей для муниципалитетов и бизнеса - Алена Лебедева - Новости на KP.UA","https://kp.ua/life/609873-tsel-podniat-medytsynu-na-kachestvenno-novyi-uroven-mozhet-stat-obedyniauischei-dlia-munytsypalytetov-y-byznesa-alena-lebedeva","Ненадійне джерело інформації","Ненадійне джерело інформації"
